"TSectors","Intensity"
"Agricultural",0
"Air Force",0
"Army",0
"Army Headquarters",0
"Business",0
"Catholic",0
"Communist",0
"Criminals",137.3
"Dissident",47.9
"Education",49.3
"Elite",53.3
"Ethnic NGOs",0
"General Population",358
"Government",0
"Government Major Party (In Government)",0
"Human Rights NGOs",0
"Intelligence Ministry",0
"Justice",0
"Legal",49.3
"Media",0
"Medical",0
"Military",43.3
"National",0
"National Religious",0
"Navy",0
"Nongovernmental Organization (International)",51.3
"Organized Violent",0
"Police",45.9
"Protestors",51.3
"Radicals",0
"Rebel",0
"Social",83.9
"South American Indigenous",0
"Unidentified Forces",0
