"TSectors","Intensity"
"Agricultural",0
"Buddhist",0
"Business",0
"Criminals",94.2
"Dissident",160.6
"Education",0
"Exiles",0
"Finance",15.4
"General Population",0
"Government",0
"Human Rights IGOs",54.9
"Human Rights NGOs",40.4
"Ideological",0
"International Ethnic",0
"International Religious",0
"Local",36.9
"Media",33.4
"Medical",22.4
"Municipal",21.4
"Muslim",0
"National Ethnic",0
"National Religious",0
"Nongovernmental Organization (International)",0
"Nongovernmental Organizations",0
"Police",90.9
"Protestors",21.4
"Provincial",27.4
"Radicals",0
"Rebel",0
"Separatists",0
"Social",463
"State Media",0
"Unidentified Forces",22.4
"Uyghur",0
