"TSectors","Intensity"
"(National) Major Party",2
"Agricultural",0
"Arab",0
"Beja",0
"Business",4
"Criminals",0
"Dissident",59
"Education",0
"General Population",0
"Government",89.1
"Government Major Party (In Government)",0
"Health Ministry",0
"Human Rights IGOs",0
"Human Rights NGOs",0
"Insurgents",0
"Intelligence Ministry",0
"International Ethnic",0
"International Religious",1
"Labor",0
"Local",2
"Media",0
"Military",45.6
"National Ethnic",0
"National Ethnic Minority",0
"Nongovernmental Organization (International)",0
"Nongovernmental Organizations",0
"Police",40
"Print News",0
"Protestors",0
"Provincial",0
"Rebel",0
"Refugees",0
"Social",393.5
"Unidentified Forces",60.5
"Women",0
