"TSectors","Intensity"
"(National) Major Party",0
"Agricultural",0
"Business",0
"Center Right",0
"Communist",0
"Criminals",0
"Dissident",18.1
"Education",0
"Elite",0
"Executive",12.8
"Executive Office",12.8
"General Population",0
"Government",6.4
"Government Major Party (In Government)",0
"Ideological",13.4
"Judicial",0
"Labor",0
"Legal",0
"Local",0
"Medical",0
"Military",0
"National",0
"National Religious",7.8
"Navy",0
"Nongovernmental Organizations",0
"Police",0
"Protestors",0
"Rebel",0
"Social",16.3
"Unidentified Forces",0
"Upper House",0
