"TSectors","Intensity"
"(National) Minor Party",0
"Air Force",0
"Army",0
"Business",52.8
"Center Right",0
"Centrist",0
"Criminals",94.8
"Dissident",55.8
"Education",0
"Executive",31.4
"General Population",283.6
"Government",213.8
"Human Rights IGOs",0
"Human Rights NGOs",0
"Insurgents",0
"International Ethnic",0
"International Religious",84.8
"Labor",80
"Local",54.8
"Media",42.8
"Medical",55.8
"Military",115.4
"Muslim",45.8
"National Religious",0
"News",0
"Nongovernmental Organization (International)",0
"Nongovernmental Organizations",45.8
"Parties",0
"Police",80.4
"Protestors",0
"Provincial",0
"Radicals",0
"Rebel",55.8
"Social",646.3
"Unidentified Forces",166.8
