"TSectors","Intensity"
"Agricultural",0
"Business",36.4
"Christian",0
"Criminals",24
"Dissident",36.2
"Education",10.4
"Elections Ministry",0
"Exiles",0
"General Population",128.6
"Human Rights IGOs",0
"Human Rights NGOs",0
"Ideological",0
"Insurgents",0
"International Dissident",0
"International Insurgents",0
"International Religious",5.2
"Labor",0
"Legal",0
"Marines",0
"Media",11
"Military",7
"Municipal",0
"National Religious",0
"Nongovernmental Organization (International)",7
"Nongovernmental Organizations",0
"Police",0
"Protestors",17
"Radicals",0
"Rebel",0
"Separatists",0
"Social",61.2
"State Owned Enterprises",0
"State-Owned Transportation",0
"Sunni",0
"Unidentified Forces",3.6
