"TSectors","Intensity"
"(National) Minor Party",0
"Army",0
"Catholic",0
"Criminals",64
"Dissident",317.7
"Education",13
"Executive Office",0
"General Population",249.1
"Government",579.6
"Government Major Party (In Government)",0
"Human Rights IGOs",0
"Human Rights NGOs",0
"Insurgents",0
"International Ethnic",63.6
"International Religious",0
"Kurd (Ethnic Group)",100
"Labor",19
"Legal",0
"Local",0
"Media",0
"Military",0
"Municipal",0
"Muslim",0
"National Religious",0
"Nongovernmental Organization (International)",0
"Nongovernmental Organizations",0
"Parties",37
"Police",75
"Protestors",23
"Radicals",0
"Rebel",25
"Refugees",0
"Separatists",0
"Social",51.9
"Unidentified Forces",23
