"TSectors","Intensity"
"Business",7.8
"Criminals",4.8
"Defense",0
"Dissident",0
"Education",11.8
"Elite",0
"Executive",0
"Executive Office",11.4
"General Population",28.8
"Government",12.8
"Human Rights IGOs",0
"Human Rights NGOs",0
"Insurgents",0
"Intelligence Ministry",0
"International Dissident",0
"International Radicals",0
"International Religious",0
"Labor",0
"Local",0
"Media",11.8
"Medical",0
"Military",7.4
"Muslim",0
"National Religious",0
"Nongovernmental Organization (International)",0
"Nongovernmental Organizations",0
"Police",0
"Protestors",0
"Provincial",0
"Radicals",0
"Rebel",0
"Separatists",0
"Shia",0
"Social",47.8
"Unidentified Forces",0
