"TSectors","Intensity"
"(National) Major Party",25
"Agricultural",0
"Buddhist",0
"Business",0
"Criminals",0
"Dissident",66
"Education",46.9
"Elite",8.2
"Exiles",0
"General Population",259.3
"Government",44.4
"Government Major Party (In Government)",22
"Human Rights IGOs",0
"Human Rights NGOs",0
"Insurgents",0
"International Religious",17
"Judicial",21.1
"Labor",14
"Legislative",14.8
"Media",25
"Medical",0
"Military",28
"Municipal",0
"Muslim",15
"National Religious",0
"Nongovernmental Organization (International)",153
"Nongovernmental Organizations",56
"Opposition Major Party (Out Of Government)",15
"Parties",0
"Police",39
"Protestors",62
"Radicals",0
"Rebel",0
"Social",40
"Unidentified Forces",0
