"TSectors","Intensity"
"Agricultural",0
"Air Force",0
"Army",0
"Army Headquarters",0
"Business",79.7
"Catholic",81.7
"Communist",0
"Criminals",96.7
"Dissident",115.3
"Education",74.3
"Elite",0
"Ethnic NGOs",0
"General Population",286.3
"Government",0
"Government Major Party (In Government)",0
"Human Rights NGOs",97.7
"Intelligence Ministry",0
"Justice",66.9
"Legal",0
"Media",77.7
"Medical",0
"Military",115.8
"National",0
"National Religious",0
"Navy",0
"Nongovernmental Organization (International)",0
"Organized Violent",0
"Police",0
"Protestors",101.7
"Radicals",0
"Rebel",86.7
"Social",283.7
"South American Indigenous",0
"Unidentified Forces",0
