"TSectors","Intensity"
"Agricultural",29.3
"Army",0
"Banned Parties",0
"Center Left",0
"Criminals",91.7
"Dissident",73.3
"Education",31.2
"Exiles",0
"Far Left",0
"Fundamentalist",0
"General Population",57.7
"Government",0
"Human Rights IGOs",0
"Human Rights NGOs",59.3
"Information",0
"International Ethnic",0
"Kurd (Ethnic Group)",37.3
"Labor",0
"Labor NGOs",0
"Legal",22.3
"Media",35.3
"Military",27.9
"Military Intelligence",0
"National",0
"Nongovernmental Organization (International)",65.3
"Nongovernmental Organizations",0
"Police",0
"Protestors",0
"Radicals",0
"Radio News",0
"Rebel",56.3
"Social",55.7
"State-Owned Science",0
"Sunni",0
"Unidentified Forces",32.3
