"TSectors","Intensity"
"(National) Major Party",7.5
"Agricultural",0
"Arab",10.9
"Beja",0
"Business",0
"Criminals",10.9
"Dissident",0
"Education",12.9
"General Population",124.5
"Government",58.2
"Government Major Party (In Government)",0
"Health Ministry",0
"Human Rights IGOs",0
"Human Rights NGOs",0
"Insurgents",0
"Intelligence Ministry",0
"International Ethnic",0
"International Religious",6.9
"Labor",12.9
"Local",7.5
"Media",15.9
"Military",0
"National Ethnic",0
"National Ethnic Minority",0
"Nongovernmental Organization (International)",0
"Nongovernmental Organizations",0
"Police",22.4
"Print News",0
"Protestors",19.9
"Provincial",0
"Rebel",11.2
"Refugees",0
"Social",0
"Unidentified Forces",12.9
"Women",0
