"TSectors","Intensity"
"Agriculture",0
"Business",0
"Catholic",0
"Criminals",60.6
"Dissident",20.6
"Education",17.7
"Exiles",0
"Food Ministry",0
"General Population",503.3
"Government",68.7
"Heavy Industrial",0
"Human Rights IGOs",0
"Human Rights Ministry",0
"Human Rights NGOs",0
"Industrial",0
"Intelligence Ministry",0
"Jewish",0
"Labor",20.6
"Labor Ministry",0
"Media",21.3
"Medical",0
"Military",21.6
"Military Intelligence",0
"Muslim",0
"National Religious",21.6
"Nongovernmental Organization (International)",0
"Nongovernmental Organizations",14.6
"Police",158.1
"Protestors",30.8
"Provincial Party",0
"Radicals",23.6
"Rebel",18.2
"Refugees",21.6
"Social",480.5
"Unidentified Forces",45.6
