"TSectors","Intensity"
"Agricultural",0
"Buddhist",0
"Business",10.8
"Criminals",126.8
"Dissident",33.8
"Education",0
"Exiles",0
"Finance",0
"General Population",108.2
"Government",70
"Human Rights IGOs",0
"Human Rights NGOs",3.8
"Ideological",11.8
"International Ethnic",0
"International Religious",0
"Local",0
"Media",10.8
"Medical",0
"Municipal",0
"Muslim",0
"National Ethnic",0
"National Religious",0
"Nongovernmental Organization (International)",0
"Nongovernmental Organizations",4.8
"Police",8.3
"Protestors",17.4
"Provincial",0
"Radicals",0
"Rebel",0
"Separatists",0
"Social",212.9
"State Media",0
"Unidentified Forces",20
"Uyghur",0
