"TSectors","Intensity"
"Agricultural",30.4
"Buddhist",0
"Business",39
"Criminals",85.3
"Dissident",65.9
"Education",0
"Exiles",0
"Finance",0
"General Population",367.2
"Government",0
"Human Rights IGOs",0
"Human Rights NGOs",41.9
"Ideological",0
"International Ethnic",0
"International Religious",0
"Local",0
"Media",48.3
"Medical",0
"Municipal",0
"Muslim",0
"National Ethnic",0
"National Religious",0
"Nongovernmental Organization (International)",0
"Nongovernmental Organizations",40.3
"Police",53.3
"Protestors",0
"Provincial",75.6
"Radicals",0
"Rebel",47.3
"Separatists",0
"Social",47.3
"State Media",0
"Unidentified Forces",0
"Uyghur",40.3
