"TSectors","Intensity"
"(National) Major Party",0
"Agricultural",10.5
"Business",0
"Criminals",0
"Dissident",707.1
"Education",163.2
"General Population",2596.1
"Government",775.000000000001
"Government Major Party (In Government)",0
"Human Rights IGOs",27
"Human Rights NGOs",0
"Ideological",0
"Insurgents",10
"International Religious",95.5
"Kashmiri",0
"Labor",159.9
"Legislative",0
"Media",0
"Medical",6.5
"Military",0
"Muslim",0
"National Religious",0
"Nongovernmental Organization (International)",18.6
"Nongovernmental Organizations",21.4
"Opposition Major Party (Out Of Government)",3.6
"Parties",69.9
"Police",0
"Protestors",33.7
"Radicals",0
"Rebel",0
"Separatists",0
"Sikh",0
"Social",2907.4
"Unidentified Forces",32
