"TSectors","Intensity"
"Business",3.4
"Criminals",23.4
"Defense",0
"Dissident",40
"Education",0
"Elite",0
"Executive",0
"Executive Office",27.5
"General Population",203.3
"Government",223.4
"Human Rights IGOs",0
"Human Rights NGOs",0
"Insurgents",13.4
"Intelligence Ministry",0
"International Dissident",0
"International Radicals",0
"International Religious",0
"Labor",0
"Local",0
"Media",0
"Medical",0
"Military",118
"Muslim",7.8
"National Religious",0
"Nongovernmental Organization (International)",0
"Nongovernmental Organizations",0
"Police",0
"Protestors",0.4
"Provincial",12.9
"Radicals",0
"Rebel",33.4
"Separatists",0
"Shia",0
"Social",120
"Unidentified Forces",126.2
