"TSectors","Intensity"
"Agricultural",0
"Business",0
"Christian",18
"Criminals",39
"Dissident",19
"Education",27.5
"Elections Ministry",0
"Exiles",0
"General Population",236.4
"Human Rights IGOs",0
"Human Rights NGOs",0
"Ideological",0
"Insurgents",0
"International Dissident",0
"International Insurgents",0
"International Religious",0
"Labor",14
"Legal",10
"Marines",0
"Media",8
"Military",17
"Municipal",0
"National Religious",0
"Nongovernmental Organization (International)",0
"Nongovernmental Organizations",0
"Police",25
"Protestors",0
"Radicals",0
"Rebel",5.6
"Separatists",0
"Social",14
"State Owned Enterprises",0
"State-Owned Transportation",0
"Sunni",0
"Unidentified Forces",0
