"TSectors","Intensity"
"Agricultural",0
"Business",12
"Catholic",0
"Criminals",33.5
"Dissident",68.4
"Education",0
"Entertainment",0
"Environment Ministry",0
"General Population",0
"Government",156.9
"Human Rights NGOs",0
"International Religious",0
"Justice",0
"Labor",0
"Legal",0
"Legislative",14.5
"Local",0
"Media",0
"Medical",0
"Military",15
"Municipal",0
"Muslim",0
"National Religious",8
"Nilotic",10
"Nongovernmental Organization (International)",0
"Nongovernmental Organizations",20
"Police",19
"Protestors",0
"Provincial",0
"Rebel",0
"Refugees",0
"Social",67.6
"Television Entertainment",0
"Unidentified Forces",19.4
"Upper House",0
