"TSectors","Intensity"
"Agricultural",0
"Buddhist",0
"Business",0
"Criminals",90.5
"Dissident",30.5
"Education",35.7
"Exiles",0
"Finance",18.5
"General Population",177.5
"Government",0
"Human Rights IGOs",0
"Human Rights NGOs",0
"Ideological",25.1
"International Ethnic",0
"International Religious",0
"Local",77.5
"Media",26.5
"Medical",26.5
"Municipal",0
"Muslim",0
"National Ethnic",0
"National Religious",0
"Nongovernmental Organization (International)",0
"Nongovernmental Organizations",25.5
"Police",45.9
"Protestors",0
"Provincial",0
"Radicals",0
"Rebel",0
"Separatists",30.5
"Social",14.9
"State Media",0
"Unidentified Forces",0
"Uyghur",0
