"TSectors","Intensity"
"Army",0
"Business",81
"Center Left",0
"Christian",0
"Criminals",34
"Dissident",4
"Education",40.2
"Elections Ministry",0
"Entertainment",0
"Far Right",8.5
"Food Ministry",0
"General Population",627
"Government",38.9
"Government Major Party (In Government)",2.2
"Human Rights NGOs",5
"Insurgents",0
"International Religious",0
"Labor",87.4
"Lower House",0
"Medical",3
"Military",62.5
"Military Intelligence",0
"Muslim",195.5
"National Religious",140
"Parties",1.6
"Police",53.1
"Protestors",59
"Radicals",0
"Rebel",0
"Separatists",12
"Social",0
"State Owned Enterprises",0
"State-Owned Heavy Industrial",0
"Unidentified Forces",21
