"TSectors","Intensity"
"(National) Major Party",13.4
"Agricultural",0
"Arab",35.6
"Beja",0
"Business",19.6
"Criminals",29
"Dissident",28
"Education",19
"General Population",55.6
"Government",230.6
"Government Major Party (In Government)",0
"Health Ministry",0
"Human Rights IGOs",0
"Human Rights NGOs",0
"Insurgents",0
"Intelligence Ministry",29
"International Ethnic",0
"International Religious",0
"Labor",28
"Local",27.7
"Media",16
"Military",15.6
"National Ethnic",0
"National Ethnic Minority",0
"Nongovernmental Organization (International)",0
"Nongovernmental Organizations",15.6
"Police",34
"Print News",0
"Protestors",0
"Provincial",0
"Rebel",0
"Refugees",54
"Social",146
"Unidentified Forces",27
"Women",0
