"TSectors","Intensity"
"(National) Minor Party",15
"Agricultural",0
"Business",0
"Center Right",0
"Communist",0
"Criminals",0
"Dissident",2
"Education",0
"Elite",2
"Energy Ministry",0
"Entertainment",0
"Ethnic NGOs",0
"Exiles",0
"General Population",19
"Government",21.6
"Human Rights IGOs",0
"Ideological",2
"Insurgents",0
"Judicial",0
"Labor",0
"Legal",0
"Local",0
"Media",0
"Medical",4
"Military",0
"Municipal",0
"Nongovernmental Organization (International)",0
"Nongovernmental Organizations",0
"Police",0
"Protestors",0
"Provincial",0
"Rebel",0
"Social",16
"Transportation Business",0
"Unidentified Forces",0
