"TSectors","Intensity"
"(National) Major Party",14.5
"Agricultural",0
"Buddhist",0
"Business",0
"Criminals",0
"Dissident",94
"Education",19.5
"Elite",0
"Exiles",0
"General Population",152.1
"Government",0
"Government Major Party (In Government)",14.5
"Human Rights IGOs",0
"Human Rights NGOs",0
"Insurgents",19.5
"International Religious",0
"Judicial",7.5
"Labor",0
"Legislative",0
"Media",0
"Medical",0
"Military",46.5
"Municipal",0
"Muslim",0
"National Religious",0
"Nongovernmental Organization (International)",0
"Nongovernmental Organizations",36.5
"Opposition Major Party (Out Of Government)",0
"Parties",25.5
"Police",65.5
"Protestors",70
"Radicals",0
"Rebel",19.5
"Social",185.2
"Unidentified Forces",14.5
