"TSectors","Intensity"
"Agricultural",17.6
"Business",0
"Catholic",0
"Criminals",175.6
"Dissident",24.8
"Education",0
"Entertainment",0
"Environment Ministry",0
"General Population",309.6
"Government",101.2
"Human Rights NGOs",0
"International Religious",0
"Justice",0
"Labor",0
"Legal",0
"Legislative",37.4
"Local",0
"Media",0
"Medical",0
"Military",120.6
"Municipal",0
"Muslim",0
"National Religious",28.8
"Nilotic",0
"Nongovernmental Organization (International)",13.1
"Nongovernmental Organizations",0
"Police",0
"Protestors",0
"Provincial",0
"Rebel",0
"Refugees",25.2
"Social",89.1
"Television Entertainment",0
"Unidentified Forces",29.6
"Upper House",0
