"TSectors","Intensity"
"(National) Minor Party",0
"Agricultural",0
"Berber-Kabyle",0
"Business",0
"Criminals",0
"Dissident",20
"Education",0
"Elite",0
"Ethnic NGOs",0
"Fundamentalist",0
"General Population",17
"Government",120.5
"Housing",0
"Human Rights IGOs",0
"Insurgents",0
"International Religious",0
"Judicial",0
"Labor",0
"Legal",0
"Legislative",6.5
"Local",0
"Media",0
"Medical",0
"Military",9
"Muslim",2
"National Religious",0
"Nongovernmental Organization (International)",0
"Police",10
"Protestors",0
"Provincial",0
"Radicals",0
"Rebel",0
"Separatists",0
"Social",4.4
"Unidentified Forces",14
