"TSectors","Intensity"
"(National) Major Party",8.2
"Agricultural",0
"Buddhist",0
"Business",8.2
"Criminals",46.2
"Dissident",26.2
"Education",3.8
"Elite",8.2
"Exiles",0
"General Population",0
"Government",10.8
"Government Major Party (In Government)",0
"Human Rights IGOs",0
"Human Rights NGOs",0
"Insurgents",0
"International Religious",0
"Judicial",0
"Labor",17.2
"Legislative",0
"Media",15.2
"Medical",0
"Military",12.8
"Municipal",18.2
"Muslim",0
"National Religious",0
"Nongovernmental Organization (International)",36.2
"Nongovernmental Organizations",0
"Opposition Major Party (Out Of Government)",14.2
"Parties",0
"Police",69.3
"Protestors",17.2
"Radicals",0
"Rebel",7.2
"Social",201.6
"Unidentified Forces",0
