"TSectors","Intensity"
"Agricultural",0
"Buddhist",83.1
"Business",61.8
"Criminals",0
"Dissident",84.6
"Education",0
"Exiles",0
"Finance",0
"General Population",0
"Government",0
"Human Rights IGOs",0
"Human Rights NGOs",89.6
"Ideological",67
"International Ethnic",0
"International Religious",0
"Local",0
"Media",0
"Medical",0
"Municipal",0
"Muslim",0
"National Ethnic",0
"National Religious",0
"Nongovernmental Organization (International)",76.5
"Nongovernmental Organizations",0
"Police",117.2
"Protestors",0
"Provincial",0
"Radicals",0
"Rebel",0
"Separatists",0
"Social",381.6
"State Media",0
"Unidentified Forces",0
"Uyghur",0
