"TSectors","Intensity"
"Army",0
"Business",6.4
"Center Left",0
"Christian",63.8
"Criminals",0
"Dissident",410.8
"Education",263.4
"Elections Ministry",0
"Entertainment",0
"Far Right",17.7
"Food Ministry",0
"General Population",1047.8
"Government",50
"Government Major Party (In Government)",34.2
"Human Rights NGOs",0
"Insurgents",0
"International Religious",28.2
"Labor",36.7
"Lower House",0
"Medical",74.3
"Military",89.2
"Military Intelligence",0
"Muslim",304.9
"National Religious",113
"Parties",48.4
"Police",0
"Protestors",32.4
"Radicals",44.2
"Rebel",34.2
"Separatists",0
"Social",864
"State Owned Enterprises",33.2
"State-Owned Heavy Industrial",0
"Unidentified Forces",56.2
