"TSectors","Intensity"
"Agricultural",0
"Air Force",0
"Army",0
"Army Headquarters",0
"Business",0
"Catholic",0
"Communist",0
"Criminals",0
"Dissident",29.2
"Education",0
"Elite",1.8
"Ethnic NGOs",0
"General Population",0
"Government",0
"Government Major Party (In Government)",0
"Human Rights NGOs",0
"Intelligence Ministry",0
"Justice",0
"Legal",8.7
"Media",0
"Medical",8.7
"Military",10.3
"National",0
"National Religious",0
"Navy",0
"Nongovernmental Organization (International)",0
"Organized Violent",0
"Police",68.6
"Protestors",0
"Radicals",0
"Rebel",0
"Social",154
"South American Indigenous",0
"Unidentified Forces",0
