"TSectors","Intensity"
"(National) Minor Party",0
"Agricultural",0
"Business",22.4
"Criminals",0
"Defense",0
"Dissident",66.4
"Education",0
"Far Left",14.4
"Far Right",0
"General Population",0
"Government",0
"Human Rights IGOs",0
"Human Rights NGOs",0
"Ideological",40.4
"Insurgents",75
"International Ethnic",0
"Labor",42.4
"Legislative",31.4
"Local",88.8
"Marines",0
"Media",0
"Medical",0
"Military",84
"Municipal",0
"National Ethnic Minority",0
"National Religious",0
"Nongovernmental Organizations",24.4
"Parties",52.4
"Police",120.4
"Protestors",56.4
"Provincial",0
"Rebel",36.4
"Social",256.3
"South American Indigenous",0
"Unidentified Forces",5.4
