"TSectors","Intensity"
"(National) Minor Party",0
"Agriculture",0
"Army",0
"Centrist",0
"Criminals",1
"Dissident",6
"General Population",0.6
"Health Ministry",0
"Human Rights IGOs",0
"Human Rights NGOs",0
"Labor",0
"Local",0
"Media",15.6
"Military",0
"Muslim",0
"National Religious",0
"Nongovernmental Organization (International)",0
"Nongovernmental Organizations",0
"Police",7.5
"Protestors",20
"Provincial",0
"Radicals",0
"Rebel",0
"Social",49
"State-Owned Transportation",0
"Unidentified Forces",0
