"TSectors","Intensity"
"Agricultural",0
"Army",0
"Banned Parties",0
"Center Left",0
"Criminals",164
"Dissident",0
"Education",49
"Exiles",0
"Far Left",0
"Fundamentalist",0
"General Population",121.4
"Government",0
"Human Rights IGOs",81
"Human Rights NGOs",0
"Information",32.6
"International Ethnic",0
"Kurd (Ethnic Group)",0
"Labor",59
"Labor NGOs",0
"Legal",45
"Media",70
"Military",103
"Military Intelligence",0
"National",0
"Nongovernmental Organization (International)",0
"Nongovernmental Organizations",41.6
"Police",0
"Protestors",0
"Radicals",0
"Radio News",0
"Rebel",0
"Social",69.3
"State-Owned Science",0
"Sunni",0
"Unidentified Forces",54.2
