"TSectors","Intensity"
"Agricultural",31.5
"Buddhist",0
"Criminals",33.5
"Defense",0
"Dissident",0
"Elections Ministry",0
"Exiles",0
"General Population",0
"Government",0.5
"Government Major Party (In Government)",0
"Human Rights IGOs",0
"Human Rights NGOs",0
"Information",0
"Insurgents",0
"Intelligence Ministry",0
"Interior",0
"International Ethnic",43.5
"International Religious",0
"Labor",0
"Media",0
"Medical",0
"Military",112.6
"Muslim",24.7
"National Religious",0
"Nongovernmental Organization (International)",0
"Nongovernmental Organizations",28.5
"Police",14.5
"Protestors",0
"Radicals",0
"Rebel",69.5
"Refugees",0
"Separatists",111.5
"Social",179.9
"State Media",0
