"TSectors","Intensity"
"(National) Minor Party",163.6
"Agricultural",0
"Business",0
"Criminals",170
"Defense",0
"Dissident",204.4
"Education",0
"Far Left",0
"Far Right",0
"General Population",0
"Government",326.3
"Human Rights IGOs",0
"Human Rights NGOs",0
"Ideological",88
"Insurgents",0
"International Ethnic",0
"Labor",0
"Legislative",0
"Local",0
"Marines",0
"Media",164.6
"Medical",0
"Military",187.6
"Municipal",0
"National Ethnic Minority",0
"National Religious",0
"Nongovernmental Organizations",164.6
"Parties",196.8
"Police",0
"Protestors",183.6
"Provincial",0
"Rebel",0
"Social",822.7
"South American Indigenous",0
"Unidentified Forces",161.8
