"TSectors","Intensity"
"(National) Minor Party",0
"Air Force",0
"Army",0
"Business",5.4
"Center Right",0
"Centrist",40.4
"Criminals",46.4
"Dissident",93
"Education",0
"Executive",0
"General Population",0
"Government",115.1
"Human Rights IGOs",48.4
"Human Rights NGOs",20.4
"Insurgents",0
"International Ethnic",0
"International Religious",20.4
"Labor",4.4
"Local",25.9
"Media",39.2
"Medical",13.2
"Military",82.4
"Muslim",8.4
"National Religious",11.4
"News",0
"Nongovernmental Organization (International)",0
"Nongovernmental Organizations",0
"Parties",11.9
"Police",47.4
"Protestors",64.4
"Provincial",0
"Radicals",0
"Rebel",0
"Social",454.7
"Unidentified Forces",58.4
