"TSectors","Intensity"
"(National) Minor Party",0
"Agricultural",0
"Business",0
"Communist",0
"Criminals",0
"Dissident",59
"Education",0
"Environment Ministry",2
"General Population",35
"Government",63.9
"Government Major Party (In Government)",0
"Human Rights IGOs",0
"Human Rights NGOs",0
"Information",0
"Insurgents",0
"Labor",0
"Legislative",0
"Media",0
"Medical",0
"Military",0
"Municipal",9
"Nationalist",0
"Nongovernmental Organization (International)",0
"Nongovernmental Organizations",10
"Police",23.6
"Protestors",10
"Provincial",9
"Radicals",0
"Rebel",0
"Refugees",0
"Regional Diplomatic IGOs",0
"Social",82.6
"Transportation Business",0
"Unidentified Forces",0
"Women",0
