"TSectors","Intensity"
"Army",9
"Business",0
"Center Left",0
"Christian",0
"Criminals",0
"Dissident",466.7
"Education",36.6
"Elections Ministry",0
"Entertainment",0
"Far Right",0
"Food Ministry",0
"General Population",475.1
"Government",32.8
"Government Major Party (In Government)",0
"Human Rights NGOs",0
"Insurgents",0
"International Religious",137.3
"Labor",8
"Lower House",10
"Medical",7
"Military",64.1
"Military Intelligence",0
"Muslim",0
"National Religious",0
"Parties",55.2
"Police",138
"Protestors",0
"Radicals",0
"Rebel",0
"Separatists",0
"Social",1239.5
"State Owned Enterprises",0
"State-Owned Heavy Industrial",0
"Unidentified Forces",69.5
