"TSectors","Intensity"
"Agricultural",41.8
"Business",0
"Christian",0
"Criminals",103.2
"Dissident",130.2
"Education",49.2
"Elections Ministry",46.2
"Exiles",0
"General Population",0
"Human Rights IGOs",0
"Human Rights NGOs",0
"Ideological",0
"Insurgents",55.2
"International Dissident",0
"International Insurgents",0
"International Religious",88.2
"Labor",0
"Legal",0
"Marines",0
"Media",0
"Military",0
"Municipal",55.2
"National Religious",63.2
"Nongovernmental Organization (International)",0
"Nongovernmental Organizations",0
"Police",89.2
"Protestors",62.2
"Radicals",0
"Rebel",0
"Separatists",67.4
"Social",259
"State Owned Enterprises",0
"State-Owned Transportation",0
"Sunni",53.2
"Unidentified Forces",0
