"TSectors","Intensity"
"(National) Major Party",0
"Agricultural",98.4
"Business",387.7
"Criminals",410.1
"Dissident",621.1
"Education",193.8
"General Population",2738.7
"Government",993.200000000001
"Government Major Party (In Government)",0
"Human Rights IGOs",0
"Human Rights NGOs",0
"Ideological",0
"Insurgents",98.4
"International Religious",89.4
"Kashmiri",111.4
"Labor",66.3
"Legislative",97.9
"Media",113.7
"Medical",220.8
"Military",262.2
"Muslim",153.6
"National Religious",106.4
"Nongovernmental Organization (International)",154.4
"Nongovernmental Organizations",165.8
"Opposition Major Party (Out Of Government)",88.6
"Parties",143
"Police",558.3
"Protestors",258.7
"Radicals",91.4
"Rebel",147.4
"Separatists",111.4
"Sikh",92.4
"Social",3570.7
"Unidentified Forces",354.4
