"TSectors","Intensity"
"(National) Major Party",4.6
"Agricultural",35.4
"Buddhist",0
"Business",54.4
"Criminals",0.4
"Dissident",140.5
"Education",0
"Elite",5.4
"Exiles",0
"General Population",205.6
"Government",227
"Government Major Party (In Government)",6.6
"Human Rights IGOs",22.9
"Human Rights NGOs",23.4
"Insurgents",13.4
"International Religious",8.4
"Judicial",23.4
"Labor",38.1
"Legislative",0
"Media",2.4
"Medical",0
"Military",15.9
"Municipal",0
"Muslim",0
"National Religious",0
"Nongovernmental Organization (International)",0
"Nongovernmental Organizations",0
"Opposition Major Party (Out Of Government)",15.8
"Parties",4.2
"Police",19.4
"Protestors",0
"Radicals",0
"Rebel",0
"Social",459.6
"Unidentified Forces",3.4
