"TSectors","Intensity"
"(National) Minor Party",0
"Agriculture",10
"Army",0
"Centrist",0
"Criminals",0
"Dissident",7.2
"General Population",103.1
"Health Ministry",0
"Human Rights IGOs",0
"Human Rights NGOs",0
"Labor",1
"Local",0
"Media",0
"Military",2
"Muslim",0
"National Religious",0
"Nongovernmental Organization (International)",10
"Nongovernmental Organizations",0
"Police",1
"Protestors",0
"Provincial",0
"Radicals",0
"Rebel",0
"Social",13
"State-Owned Transportation",0
"Unidentified Forces",6
