"TSectors","Intensity"
"Agricultural",13.4
"Business",0
"Catholic",0
"Criminals",28.4
"Dissident",43.4
"Education",0
"Entertainment",0
"Environment Ministry",0
"General Population",118.2
"Government",115.2
"Human Rights NGOs",0
"International Religious",0
"Justice",0
"Labor",7.8
"Legal",7.4
"Legislative",2.4
"Local",0
"Media",4.4
"Medical",0
"Military",0
"Municipal",0
"Muslim",0
"National Religious",0
"Nilotic",0
"Nongovernmental Organization (International)",0
"Nongovernmental Organizations",0.4
"Police",15
"Protestors",0
"Provincial",0
"Rebel",0
"Refugees",0
"Social",140.5
"Television Entertainment",0
"Unidentified Forces",3.4
"Upper House",0
