"TSectors","Intensity"
"Business",22.7
"Cabinet",0
"Criminals",31.1
"Dissident",0
"Education",0
"Elite",20.7
"Executive",0
"Executive Office",12.7
"Exiles",17.7
"Foreign Ministry",0
"General Population",75.5
"Government",15.2
"Human Rights IGOs",0
"Human Rights NGOs",0
"Information",0
"Insurgents",0
"Interior",0
"International Religious",0
"Judicial",0
"Labor",0
"Legal",0
"Legislative",29.2
"Media",9.7
"Medical",0
"Military",49.3
"Muslim",0
"Nongovernmental Organization (International)",11.7
"Nongovernmental Organizations",0
"Parties",18.7
"Police",63.4
"Protestors",21.7
"Rebel",45.9
"Refugees",0
"Social",61.5
"Unidentified Forces",21.7
