"TSectors","Intensity"
"Agriculture",0
"Business",44.5
"Catholic",0
"Criminals",44
"Dissident",36.6
"Education",1
"Exiles",0
"Food Ministry",0
"General Population",0
"Government",189.6
"Heavy Industrial",0
"Human Rights IGOs",0
"Human Rights Ministry",0
"Human Rights NGOs",0
"Industrial",7
"Intelligence Ministry",0
"Jewish",0
"Labor",27
"Labor Ministry",0
"Media",6
"Medical",0.6
"Military",0
"Military Intelligence",0
"Muslim",0
"National Religious",0
"Nongovernmental Organization (International)",14
"Nongovernmental Organizations",0
"Police",39.5
"Protestors",10
"Provincial Party",0
"Radicals",0
"Rebel",0
"Refugees",0
"Social",932.2
"Unidentified Forces",0
