"TSectors","Intensity"
"Business",0
"Cabinet",0
"Criminals",23.6
"Dissident",37.6
"Education",0
"Elite",40.1
"Executive",0
"Executive Office",10.2
"Exiles",0
"Foreign Ministry",0
"General Population",121.4
"Government",163.6
"Human Rights IGOs",0
"Human Rights NGOs",0
"Information",0
"Insurgents",0
"Interior",12.6
"International Religious",22.6
"Judicial",15.6
"Labor",0
"Legal",13.6
"Legislative",39.6
"Media",0
"Medical",0
"Military",29.6
"Muslim",0
"Nongovernmental Organization (International)",22.6
"Nongovernmental Organizations",0
"Parties",19.6
"Police",0
"Protestors",41.6
"Rebel",0
"Refugees",0
"Social",27.6
"Unidentified Forces",72.6
