"TSectors","Intensity"
"(National) Major Party",312.7
"Agricultural",0
"Business",194.3
"Criminals",274.5
"Dissident",526.7
"Education",142.6
"General Population",3619.6
"Government",644.700000000001
"Government Major Party (In Government)",0
"Human Rights IGOs",0
"Human Rights NGOs",0
"Ideological",45.8
"Insurgents",0
"International Religious",16.4
"Kashmiri",27.8
"Labor",83
"Legislative",282.2
"Media",24.3
"Medical",63.6
"Military",114.9
"Muslim",24.3
"National Religious",110.3
"Nongovernmental Organization (International)",73.7
"Nongovernmental Organizations",129.4
"Opposition Major Party (Out Of Government)",126.8
"Parties",0
"Police",807.1
"Protestors",37
"Radicals",25.3
"Rebel",35.3
"Separatists",21.3
"Sikh",35.3
"Social",3404.1
"Unidentified Forces",195.3
