"TSectors","Intensity"
"(National) Minor Party",0
"Agricultural",0
"Berber-Kabyle",0
"Business",0
"Criminals",13
"Dissident",0
"Education",0
"Elite",0
"Ethnic NGOs",0
"Fundamentalist",0
"General Population",37
"Government",24
"Housing",0
"Human Rights IGOs",0
"Insurgents",0
"International Religious",0
"Judicial",0
"Labor",0
"Legal",0
"Legislative",25.4
"Local",0
"Media",0
"Medical",0
"Military",8
"Muslim",0
"National Religious",0
"Nongovernmental Organization (International)",8
"Police",41
"Protestors",31
"Provincial",0
"Radicals",0
"Rebel",15
"Separatists",0
"Social",10
"Unidentified Forces",10
