"TSectors","Intensity"
"(National) Major Party",51.9
"Agricultural",37.6
"Business",44
"Criminals",149.3
"Dissident",475.5
"Education",56.6
"General Population",2421.5
"Government",366.1
"Government Major Party (In Government)",30.6
"Human Rights IGOs",59.6
"Human Rights NGOs",0
"Ideological",0
"Insurgents",0
"International Religious",37.6
"Kashmiri",23.4
"Labor",38.6
"Legislative",0
"Media",40.6
"Medical",0
"Military",236.8
"Muslim",38.6
"National Religious",28.6
"Nongovernmental Organization (International)",0
"Nongovernmental Organizations",55.2
"Opposition Major Party (Out Of Government)",108.7
"Parties",94.2
"Police",468.9
"Protestors",50.3
"Radicals",32.6
"Rebel",118.6
"Separatists",33.4
"Sikh",0
"Social",98.4
"Unidentified Forces",514.8
