"TSectors","Intensity"
"Agricultural",0
"Buddhist",24
"Criminals",0
"Defense",0
"Dissident",16
"Elections Ministry",0
"Exiles",0
"General Population",0
"Government",3
"Government Major Party (In Government)",0
"Human Rights IGOs",0
"Human Rights NGOs",0
"Information",0
"Insurgents",0
"Intelligence Ministry",0
"Interior",0
"International Ethnic",0
"International Religious",0
"Labor",0
"Media",23
"Medical",0
"Military",20
"Muslim",23
"National Religious",0
"Nongovernmental Organization (International)",20.5
"Nongovernmental Organizations",0
"Police",7
"Protestors",0
"Radicals",0
"Rebel",34
"Refugees",0
"Separatists",23
"Social",40.2
"State Media",0
