"TSectors","Intensity"
"(National) Major Party",21.9
"Army",0
"Business",31.9
"Criminals",36.9
"Dissident",97.4
"Education",96.5
"Executive",4.3
"Fundamentalist",0
"General Population",479.9
"Government",173.9
"Ideological",188.5
"Insurgents",58.4
"Intelligence Ministry",0
"International Religious",0
"Judicial",0
"Labor",42.9
"Legal",0
"Legislative",15.5
"Local",19.5
"Media",23.9
"Medical",0
"Military",307.1
"Municipal",0
"National Religious",0
"Nongovernmental Organizations",22.1
"Parties",58.9
"Police",192.5
"Protestors",0
"Provincial",0
"Radicals",0
"Rebel",54.1
"Social",954.1
"Sunni",0
"Unidentified Forces",218.5
