"TSectors","Intensity"
"(National) Minor Party",0
"Agricultural",0
"Business",0
"Center Right",13
"Communist",7
"Criminals",11
"Dissident",0
"Education",0
"Elite",0
"Energy Ministry",0
"Entertainment",0
"Ethnic NGOs",0
"Exiles",0
"General Population",61.6
"Government",2.2
"Human Rights IGOs",0
"Ideological",9
"Insurgents",0
"Judicial",0
"Labor",0
"Legal",0
"Local",11
"Media",27
"Medical",0
"Military",0
"Municipal",0
"Nongovernmental Organization (International)",0
"Nongovernmental Organizations",0
"Police",11
"Protestors",0
"Provincial",0
"Rebel",0
"Social",6.2
"Transportation Business",0
"Unidentified Forces",9
