"TSectors","Intensity"
"Agricultural",0
"Banned Parties",53.2
"Business",58.2
"Criminals",0
"Defense",0
"Dissident",102.2
"Education",61.2
"Elite",0
"Executive",67.9
"General Population",419
"Government",159
"Intelligence Ministry",0
"Interior",47.2
"International Religious",0
"Judicial",0
"Kurd (Ethnic Group)",85.4
"Labor",57.2
"Legal",0
"Legislative",69.3
"Local",0
"Media",82.5
"Medical",0
"Military",39.2
"Muslim",41.4
"National Religious",58.2
"Nongovernmental Organizations",53.8
"Parties",0
"Police",143.2
"Protestors",86.2
"Provincial",0
"Radicals",0
"Rebel",0
"Social",469.6
"Sunni",88.8
"Unidentified Forces",83.2
