"TSectors","Intensity"
"Business",3.2
"Cabinet",0
"Criminals",9
"Dissident",51.7
"Education",0
"Elite",342.5
"Executive",44.6
"Executive Office",24.4
"Exiles",0
"Foreign Ministry",0
"General Population",405.5
"Government",1156.2
"Human Rights IGOs",0
"Human Rights NGOs",0
"Information",0
"Insurgents",0
"Interior",0
"International Religious",0
"Judicial",0
"Labor",0
"Legal",0
"Legislative",0
"Media",16.6
"Medical",17
"Military",0
"Muslim",269.8
"Nongovernmental Organization (International)",7
"Nongovernmental Organizations",16
"Parties",0
"Police",44
"Protestors",240.2
"Rebel",1288.9
"Refugees",0
"Social",806.2
"Unidentified Forces",299.2
