"TSectors","Intensity"
"Business",0
"Cabinet",0
"Criminals",0
"Dissident",65.6
"Education",10
"Elite",0
"Executive",0
"Executive Office",0
"Exiles",0
"Foreign Ministry",0
"General Population",199
"Government",58.8
"Human Rights IGOs",0
"Human Rights NGOs",0
"Information",0
"Insurgents",0
"Interior",0
"International Religious",0
"Judicial",22.6
"Labor",0
"Legal",0
"Legislative",0
"Media",0
"Medical",0
"Military",163.8
"Muslim",39
"Nongovernmental Organization (International)",0
"Nongovernmental Organizations",0
"Parties",2
"Police",0
"Protestors",0
"Rebel",0
"Refugees",0
"Social",3
"Unidentified Forces",114.5
