"TSectors","Intensity"
"(National) Major Party",0
"Agricultural",4.6
"Business",14
"Center Right",0
"Communist",0
"Criminals",0
"Dissident",10
"Education",0
"Elite",7
"Executive",7
"Executive Office",9
"General Population",0
"Government",12
"Government Major Party (In Government)",0
"Ideological",5
"Judicial",4.6
"Labor",0
"Legal",0
"Local",0
"Medical",0
"Military",0
"National",0
"National Religious",0
"Navy",0
"Nongovernmental Organizations",14
"Police",0
"Protestors",0
"Rebel",0
"Social",3.6
"Unidentified Forces",0
"Upper House",0
