"TSectors","Intensity"
"(National) Major Party",0
"Banned Parties",0
"Christian",0
"Criminals",0
"Dissident",0
"Education",0
"Elections Ministry",0
"General Population",29
"Government",80.5
"Human Rights IGOs",0
"Human Rights NGOs",0
"Ideological",9
"International Ethnic",0
"International Religious",0
"Legal",0
"Legislative",0
"Media",0
"Military",0
"Municipal",0
"National Religious",0
"Nongovernmental Organization (International)",0
"Nongovernmental Organizations",0
"Oromo",0
"Parties",0
"Police",0
"Protestors",0
"Radicals",0
"Rebel",4
"Refugees",0
"Separatists",29
"Social",2
"State Media",0
"Unidentified Forces",12
