"TSectors","Intensity"
"(National) Major Party",6.4
"Agricultural",0
"Business",0
"Center Right",0
"Communist",0
"Criminals",0
"Dissident",0
"Education",0
"Elite",0
"Executive",6.4
"Executive Office",0
"General Population",8.4
"Government",6.4
"Government Major Party (In Government)",0
"Ideological",0
"Judicial",3.4
"Labor",0
"Legal",0
"Local",0
"Medical",0
"Military",0
"National",0
"National Religious",0
"Navy",0
"Nongovernmental Organizations",5.4
"Police",5.4
"Protestors",0
"Rebel",0
"Social",8.4
"Unidentified Forces",0
"Upper House",0
