"TSectors","Intensity"
"Business",0
"Cabinet",0
"Centrist",0
"Criminals",0
"Dissident",0
"Education",24.8
"Elections Ministry",0
"Elite",11.4
"Executive",0
"Exiles",0
"Finance",0
"General Population",0
"Government",30.4
"Government Major Party (In Government)",0
"Ideological",0
"Information",0
"International Religious",24.8
"Judicial",0
"Labor",0
"Media",0
"Medical",0
"Military",0
"Municipal",0
"Muslim",0
"National Ethnic",0
"National Ethnic Minority",0
"National Religious",0
"News",0
"Nongovernmental Organizations",0
"Protestant",0
"Protestors",0
"Rebel",0
"Social",143.8
"Unidentified Forces",22.3
"Women",0
