"TSectors","Intensity"
"Agricultural",0
"Buddhist",0
"Criminals",0
"Defense",10
"Dissident",28.5
"Elections Ministry",0
"Exiles",0
"General Population",6
"Government",23.5
"Government Major Party (In Government)",0
"Human Rights IGOs",0
"Human Rights NGOs",46.2
"Information",3
"Insurgents",0
"Intelligence Ministry",0
"Interior",0
"International Ethnic",0
"International Religious",0
"Labor",0
"Media",3
"Medical",0
"Military",2
"Muslim",0
"National Religious",0
"Nongovernmental Organization (International)",0
"Nongovernmental Organizations",0
"Police",0
"Protestors",0
"Radicals",0
"Rebel",0
"Refugees",0
"Separatists",0
"Social",47
"State Media",0
