"TSectors","Intensity"
"(National) Minor Party",0
"Agricultural",0
"Berber-Kabyle",0
"Business",0
"Criminals",0
"Dissident",43
"Education",0
"Elite",5.3
"Ethnic NGOs",0
"Fundamentalist",0
"General Population",37
"Government",12.6
"Housing",0
"Human Rights IGOs",0
"Insurgents",0
"International Religious",0
"Judicial",0
"Labor",0
"Legal",0
"Legislative",11
"Local",0
"Media",0
"Medical",0
"Military",5
"Muslim",0
"National Religious",0
"Nongovernmental Organization (International)",4
"Police",11
"Protestors",0
"Provincial",0
"Radicals",0
"Rebel",0
"Separatists",0
"Social",7.6
"Unidentified Forces",0
