"TSectors","Intensity"
"Agricultural",0
"Air Force",0
"Army",0
"Army Headquarters",0
"Business",10
"Catholic",0
"Communist",0
"Criminals",95
"Dissident",10
"Education",4
"Elite",6.6
"Ethnic NGOs",4.6
"General Population",221.4
"Government",38.1
"Government Major Party (In Government)",5.5
"Human Rights NGOs",0
"Intelligence Ministry",0
"Justice",0
"Legal",0
"Media",13.6
"Medical",14
"Military",12
"National",0
"National Religious",0
"Navy",0
"Nongovernmental Organization (International)",0
"Organized Violent",0
"Police",25.4
"Protestors",10.5
"Radicals",0
"Rebel",0
"Social",98.4
"South American Indigenous",0
"Unidentified Forces",0
