"TSectors","Intensity"
"Business",0
"Center Left",0
"Criminals",0
"Dissident",12
"Exiles",0
"General Population",51.9
"Government",0
"Human Rights IGOs",0
"Human Rights NGOs",0
"Information",0
"Insurgents",0
"Judicial",3.9
"Labor",0
"Legal",0
"Media",0
"Medical",0
"Military",9.1
"National",18.9
"National Ethnic",0
"National Ethnic Minority",0
"National Religious",0
"Nongovernmental Organization (International)",8.9
"Nongovernmental Organizations",0
"Online News",0
"Organized Violent",0
"Parties",8.9
"Police",5.9
"Protestors",2.9
"Provincial",0
"Provincial Party",36.9
"Radio News",0
"Rebel",49.9
"Social",6.9
"Unidentified Forces",71.5
"Upper House",0
