"TSectors","Intensity"
"Agricultural",0
"Business",27.2
"Christian",0
"Criminals",67.2
"Dissident",0
"Education",22
"Elections Ministry",0
"Exiles",0
"General Population",276.3
"Human Rights IGOs",0
"Human Rights NGOs",0
"Ideological",0
"Insurgents",0
"International Dissident",0
"International Insurgents",0
"International Religious",0
"Labor",9.4
"Legal",0.6
"Marines",0
"Media",3
"Military",0
"Municipal",0
"National Religious",5
"Nongovernmental Organization (International)",21.6
"Nongovernmental Organizations",0
"Police",0
"Protestors",14
"Radicals",0
"Rebel",0
"Separatists",7
"Social",0
"State Owned Enterprises",0
"State-Owned Transportation",0
"Sunni",0
"Unidentified Forces",20
